159	282	171	274
159	282	171	274
159	282	171	274
155	282	168	274
157	282	169	274
155	282	167	274
157	282	169	274
155	282	167	274
157	282	169	274
156	282	169	274
155	282	167	274
155	282	167	274
154	282	167	274
156	282	169	274
155	282	168	274
156	282	168	274
156	282	168	274
156	282	169	274
157	282	170	274
156	282	169	274
157	282	170	274
160	282	173	274
160	282	173	274
160	282	173	274
160	282	173	274
162	282	174	274
164	282	176	274
164	282	177	274
165	282	178	274
167	282	180	274
150	282	164	274
169	282	181	274
171	282	183	274
171	282	184	274
155	282	168	274
173	282	185	274
174	282	186	274
175	282	187	274
174	282	186	274
175	282	187	274
177	282	189	274
175	282	187	274
177	282	189	274
180	282	191	274
176	282	188	274
179	282	191	274
179	282	191	274
165	282	178	274
178	282	190	274
179	282	190	274
177	282	189	274
177	282	189	274
159	282	173	274
174	282	186	274
175	282	187	274
173	282	185	274
172	282	184	274
173	282	185	274
156	282	169	274
156	282	169	274
171	282	183	274
170	282	182	274
167	282	180	274
170	282	182	274
166	282	179	274
168	282	180	274
168	282	180	274
164	282	177	274
166	282	178	274
165	282	177	274
163	282	176	274
165	282	178	274
162	282	174	274
163	282	176	274
160	282	173	274
162	282	174	274
162	282	175	274
162	282	175	274
161	282	174	274
161	282	173	274
161	282	173	274
160	282	173	274
161	282	173	274
146	282	160	274
160	282	173	274
143	282	157	274
149	282	163	274
144	282	158	274
151	282	164	274
162	282	175	274
159	282	172	274
163	282	176	274
147	282	161	274
163	282	176	274
147	282	161	274
149	282	162	274
164	282	177	274
164	282	176	274
168	282	180	274
165	282	178	274
168	282	181	274
167	282	180	274
167	282	180	274
167	282	180	274
168	282	180	274
170	282	182	274
169	282	181	274
170	282	182	274
172	282	184	274
169	282	182	274
173	282	185	274
174	282	186	274
170	282	183	274
174	282	186	274
176	282	188	274
175	282	187	274
171	282	183	274
174	282	186	274
172	282	185	274
171	282	184	274
157	282	171	274
174	282	186	274
174	282	186	274
158	282	171	274
175	282	187	274
176	282	188	274
172	282	185	274
171	282	183	274
171	282	183	274
171	282	183	274
175	282	187	274
174	282	186	274
174	282	186	274
161	282	174	274
158	282	171	274
173	282	185	274
175	282	187	274
174	282	186	274
173	282	185	274
172	282	184	274
170	282	182	274
157	282	170	274
149	282	162	274
156	282	169	274
156	282	169	274
171	282	183	274
172	282	184	274
171	282	183	274
170	282	182	274
172	282	184	274
169	282	181	274
169	282	181	274
158	282	172	274
167	282	179	274
168	282	180	274
167	282	179	274
168	282	180	274
166	282	179	274
166	282	178	274
164	282	177	274
150	282	163	274
163	282	176	274
148	282	162	274
153	282	166	274
149	282	162	274
162	282	175	274
162	282	174	274
161	282	173	274
160	282	173	274
158	282	171	274
158	282	171	274
158	282	171	274
157	282	170	274
155	282	168	274
155	282	168	274
156	282	169	274
151	282	165	274
154	282	167	274
152	282	165	274
153	282	166	274
152	282	165	274
151	282	164	274
153	282	166	274
149	282	167	274
151	282	167	274
149	282	167	274
148	282	168	274
148	282	168	274
149	282	162	274
148	282	168	274
146	282	160	274
145	282	162	274
143	282	157	274
144	282	158	274
144	282	158	274
140	282	154	274
143	282	157	274
140	282	154	274
143	282	157	274
141	282	155	274
144	282	157	274
143	282	157	274
142	282	156	274
145	282	159	274
144	282	158	274
149	282	162	274
148	282	162	274
147	282	161	274
148	282	162	274
150	282	164	274
152	282	165	274
153	282	166	274
151	282	165	274
154	282	168	274
155	282	169	274
157	282	170	274
154	282	168	274
160	282	173	274
161	282	174	274
164	282	177	274
148	282	162	274
164	282	177	274
164	282	177	274
164	282	177	274
166	282	179	274
167	282	180	274
167	282	180	274
168	282	181	274
159	282	173	274
171	282	184	274
171	282	184	274
171	282	184	274
171	282	184	274
171	282	184	274
170	282	183	274
158	282	172	274
160	282	173	274
171	282	183	274
173	282	185	274
164	282	177	274
161	282	174	274
173	282	186	274
164	282	177	274
158	282	172	274
153	282	167	274
164	282	177	274
166	282	178	274
173	282	185	274
172	282	184	274
171	282	183	274
165	282	178	274
173	282	185	274
174	282	186	274
172	282	184	274
158	282	171	274
165	282	178	274
175	282	187	274
177	282	188	274
161	282	174	274
174	282	186	274
174	282	186	274
173	282	185	274
176	282	188	274
171	282	184	274
174	282	186	274
176	282	188	274
174	282	186	274
155	282	168	274
161	282	174	274
172	282	184	274
164	282	177	274
164	282	177	274
161	282	174	274
164	282	176	274
152	282	165	274
177	282	189	274
159	282	172	274
175	282	187	274
175	282	187	274
176	282	187	274
176	282	187	274
165	282	178	274
165	282	177	274
161	282	174	274
180	282	192	274
164	282	177	274
162	282	174	274
155	282	169	274
161	282	174	274
163	282	175	274
163	282	176	274
163	282	176	274
163	282	176	274
155	282	168	274
163	282	175	274
151	282	164	274
163	282	175	274
178	282	190	274
181	282	192	274
172	282	184	274
165	282	177	274
173	282	185	274
161	282	173	274
173	282	184	274
163	282	176	274
172	282	183	274
172	282	183	274
166	282	178	274
180	282	191	274
180	282	191	274
164	282	176	274
164	282	176	274
165	282	177	274
179	282	190	274
169	282	181	274
180	282	191	274
170	282	181	274
153	282	166	274
178	282	189	274
153	282	166	274
165	282	177	274
162	282	174	274
167	282	178	274
176	282	187	274
161	282	173	274
175	282	186	274
174	282	185	274
173	282	185	274
167	282	178	274
150	282	163	274
174	282	186	274
175	282	186	274
171	282	183	274
171	282	183	274
172	282	183	274
174	282	186	274
165	282	177	274
175	282	186	274
173	282	184	274
173	282	184	274
174	282	185	274
159	282	171	274
159	282	171	274
159	282	172	274
174	282	185	274
174	282	186	274
174	282	186	274
175	282	187	274
160	282	173	274
161	282	173	274
167	282	179	274
161	282	173	274
176	282	188	274
174	282	185	274
175	282	186	274
176	282	187	274
179	282	189	274
175	282	186	274
169	282	180	274
175	282	186	274
177	282	188	274
177	282	188	274
158	282	170	274
153	282	166	274
163	282	176	274
162	282	174	274
153	282	166	274
161	282	173	274
161	282	173	274
161	282	173	274
161	282	173	274
166	282	178	274
159	282	171	274
174	282	186	274
160	282	172	274
159	282	172	274
173	282	185	274
159	282	171	274
159	282	172	274
176	282	187	274
172	282	184	274
158	282	170	274
157	282	170	274
158	282	171	274
158	282	171	274
158	282	170	274
172	282	183	274
163	282	175	274
161	282	173	274
163	282	174	274
160	282	172	274
169	282	181	274
170	282	181	274
173	282	184	274
171	282	182	274
168	282	179	274
171	282	182	274
172	282	184	274
172	282	184	274
168	282	180	274
167	282	179	274
168	282	180	274
167	282	179	274
168	282	180	274
168	282	180	274
168	282	179	274
168	282	179	274
167	282	179	274
168	282	179	274
153	282	166	274
167	282	179	274
166	282	178	274
167	282	179	274
165	282	177	274
169	282	181	274
158	282	170	274
152	282	165	274
151	282	164	274
151	282	164	274
165	282	177	274
151	282	164	274
149	282	163	274
163	282	175	274
164	282	176	274
164	282	176	274
163	282	175	274
149	282	162	274
149	282	162	274
164	282	176	274
166	282	177	274
162	282	175	274
162	282	174	274
162	282	174	274
166	282	177	274
166	282	177	274
163	282	175	274
164	282	176	274
165	282	177	274
165	282	177	274
162	282	174	274
162	282	174	274
162	282	174	274
165	282	177	274
167	282	178	274
162	282	175	274
163	282	175	274
164	282	176	274
165	282	177	274
164	282	182	274
159	282	174	274
156	282	172	274
166	282	178	274
167	282	182	274
152	282	169	274
152	282	165	274
163	282	175	274
164	282	176	274
163	282	175	274
164	282	176	274
165	282	177	274
163	282	175	274
164	282	176	274
154	282	166	274
165	282	177	274
166	282	178	274
159	282	172	274
168	282	180	274
168	282	180	274
169	282	181	274
168	282	180	274
172	282	183	274
172	282	183	274
172	282	184	274
159	282	171	274
176	282	188	274
175	282	187	274
161	282	174	274
167	282	179	274
162	282	175	274
162	282	174	274
164	282	176	274
184	282	194	274
166	282	179	274
169	282	181	274
183	282	194	274
162	282	175	274
172	282	184	274
167	282	180	274
172	282	184	274
168	282	180	274
165	282	178	274
166	282	179	274
192	282	202	274
190	282	201	274
192	282	203	274
178	282	189	274
195	282	205	274
181	282	192	274
194	282	205	274
182	282	193	274
188	282	198	274
198	282	208	274
182	282	194	274
183	282	194	274
183	282	194	274
199	282	209	274
198	282	208	274
200	282	210	274
188	282	199	274
198	282	208	274
199	282	209	274
197	282	207	274
199	282	208	274
196	282	206	274
184	282	195	274
176	282	187	274
186	282	197	274
198	282	207	274
198	282	208	274
198	282	207	274
198	282	208	274
198	282	207	274
198	282	208	274
198	282	208	274
198	282	208	274
198	282	208	274
197	282	206	274
199	282	209	274
187	282	197	274
184	282	195	274
189	282	200	274
199	282	208	274
200	282	209	274
200	282	210	274
200	282	210	274
200	282	210	274
201	282	210	274
202	282	211	274
202	282	211	274
202	282	212	274
203	282	213	274
207	282	216	274
204	282	214	274
205	282	214	274
189	282	200	274
207	282	216	274
206	282	215	274
208	282	217	274
205	282	214	274
206	282	215	274
208	282	217	274
208	282	217	274
209	282	218	274
208	282	217	274
209	282	218	274
209	282	218	274
208	282	217	274
213	282	221	274
213	282	222	274
213	282	221	274
211	282	220	274
209	282	218	274
211	282	220	274
211	282	220	274
213	282	222	274
213	282	222	274
209	282	218	274
214	282	223	274
214	282	223	274
215	282	223	274
215	282	223	274
214	282	223	274
216	282	224	274
212	282	221	274
214	282	223	274
217	282	225	274
216	282	224	274
209	282	218	274
209	282	218	274
216	282	224	274
216	282	224	274
216	282	224	274
215	282	223	274
214	282	223	274
214	282	222	274
214	282	222	274
216	282	224	274
215	282	223	274
213	282	222	274
215	282	224	274
213	282	221	274
212	282	220	274
211	282	219	274
210	282	219	274
214	282	222	274
213	282	222	274
196	282	206	274
211	282	219	274
212	282	221	274
210	282	219	274
211	282	220	274
211	282	220	274
211	282	219	274
211	282	219	274
188	282	198	274
190	282	199	274
210	282	219	274
202	282	211	274
211	282	219	274
209	282	217	274
211	282	219	274
208	282	217	274
207	282	216	274
200	282	210	274
195	282	204	274
198	282	207	274
209	282	217	274
199	282	209	274
201	282	210	274
193	282	203	274
194	282	204	274
193	282	203	274
207	282	215	274
207	282	216	274
206	282	215	274
209	282	218	274
207	282	216	274
206	282	215	274
205	282	213	274
204	282	213	274
202	282	211	274
188	282	198	274
195	282	205	274
183	282	194	274
178	282	189	274
178	282	189	274
187	282	197	274
185	282	195	274
199	282	208	274
201	282	210	274
182	282	192	274
191	282	200	274
200	282	209	274
198	282	207	274
198	282	208	274
185	282	196	274
182	282	193	274
187	282	197	274
197	282	206	274
195	282	204	274
